Moment 1,Moment 2,Moment 3,Value 1,Value 2,Value 3,seed
0,-1,9,0.00013450903906506658,5.692206915215234e-05,2.195846983466461e-06,1008760544
0,-1,10,0.00015406884713058583,6.118414994373714e-05,1.414443121709448e-06,930230191
0,-1,11,0.00018206642752565167,7.645628931281646e-05,4.380685072039166e-06,1443462064
0,-1,12,0.0001769518644383664,7.509394346705874e-05,3.135916883218163e-06,2091182985
0,1,2,2.329673230277152e-05,1.5279488226493492e-05,1.0349391991005338e-05,198151857
0,1,4,3.538350338512393e-05,2.031291849006995e-05,2.353039454678318e-06,1329678133
0,1,5,1.6833308576211088e-05,9.636495715661701e-06,5.9468726909284595e-06,1943821167
0,1,6,1.7162463525133796e-05,9.034637408125373e-06,2.02036362017289e-06,332608162
0,1,7,3.0764918303934676e-05,1.7671601856457976e-05,3.359825583103493e-06,490290307
0,1,8,3.7056223155200596e-05,2.2830199262834884e-05,1.0980841280018873e-06,1897120614
0,1,9,7.39098140713327e-05,5.263359436950248e-05,1.4024942190407118e-06,2071680139
0,1,10,6.0229214097391144e-05,3.8054851951229465e-05,1.12510532684697e-06,1544805681
0,1,11,7.035157014096239e-05,4.177538859071012e-05,2.3257832155631863e-06,1041078045
0,1,12,0.00012486435082678486,7.081991795753006e-05,1.404367157441831e-06,1380110116
0,2,4,2.637865214836808e-05,8.341773895233347e-06,1.6280341551651905e-06,1494964061
0,2,5,2.257861101417869e-05,9.705959525572296e-06,1.698208223766712e-06,894243267
0,2,6,2.769276321660864e-05,7.0658908669951105e-06,3.3795256897320735e-06,997551002
0,2,7,2.6119828678602818e-05,1.0233877404333242e-05,1.2978925904858817e-06,1938141041
0,2,8,6.188377478045899e-05,2.0572227520059615e-05,2.227123775212054e-06,1125219380
0,2,9,5.442883150606691e-05,1.878993845077311e-05,1.1567722939084916e-05,2112449188
0,2,10,5.111403034651279e-05,1.5733760713710628e-05,1.3822476311512044e-06,1926504137
0,2,11,0.00021115860314027468,6.049003445979272e-05,1.143650252494274e-06,1714019743
0,2,12,5.39458987476901e-05,1.946050615636389e-05,1.297469826984602e-06,1160606293
0,4,5,1.8891773028571238e-05,3.3554166742513725e-06,1.951261754481305e-06,985095670
0,4,6,1.1350615581332673e-05,1.4175655343048746e-06,7.447087375477623e-07,2028960348
0,4,7,1.2144499695462465e-05,1.1886463249096334e-06,1.9076351456680228e-06,1160026739
0,4,8,1.091193620314053e-05,1.2762081632532082e-06,1.2913234624049186e-06,761572734
0,4,9,1.1825986902948982e-05,1.8649134247238306e-06,1.079724641335175e-06,1612499268
0,4,10,1.7525735336763854e-05,1.580632184240438e-06,2.0632328525008414e-06,1330579155
0,4,11,1.4499251268865032e-05,1.8916003198632157e-06,2.0751474438048982e-06,1476350071
0,4,12,4.601030126834544e-05,2.203849329866572e-06,1.1159820157857116e-06,1902967879
0,5,6,1.5084166486344505e-05,1.4573137156578213e-06,1.3092302417965595e-06,665871165
0,5,7,1.4407927853359408e-05,1.9598888319514373e-06,1.396452481026618e-06,469186653
0,5,8,1.5328843226989355e-05,2.9005456059038733e-06,1.9228690240441183e-06,906401266
0,5,9,1.5833291887126762e-05,2.471898496776065e-06,2.1601139455258583e-06,2020320036
0,5,10,2.419233403561291e-05,1.338806140484641e-06,2.3338185549276342e-06,487640187
0,5,11,1.8291263676399994e-05,9.629867559984598e-07,1.8038505792926967e-06,1668508202
0,5,12,2.995240444442359e-05,1.5271640496731454e-06,1.2567608615372861e-06,571353869
0,6,7,1.4693569207159491e-05,2.2806321328703208e-06,1.8630404859868785e-06,1917870384
0,6,8,1.6591881734450597e-05,1.921424416276262e-06,2.00086105016361e-06,1958672850
0,6,9,2.1668316849939925e-05,2.138824462914987e-06,1.958035353755073e-06,821004832
0,6,10,2.5033770871271105e-05,1.919228207757382e-06,1.7599988782381205e-06,686061862
0,6,11,2.796414582918553e-05,1.927773972864401e-06,2.1576464714413745e-06,1680020776
0,6,12,2.5035703955780614e-05,1.2240020828095877e-06,1.449804429994472e-06,1982736881
0,7,8,5.9093704346828e-05,1.070872306925718e-06,1.0636644928474523e-06,2036791989
0,7,9,7.469201322681676e-05,2.1721920765793047e-06,2.055151006763011e-06,1450048605
0,7,10,7.265745229834291e-05,1.3161314576337357e-06,1.8519036637956816e-06,912164238
0,7,11,8.828852017273229e-05,7.103972448594005e-06,2.6952500253799126e-06,86589478
0,7,12,7.930478724032601e-05,2.1774439432406263e-06,3.6905370365628997e-06,468791924
0,8,9,0.00018523432920651054,2.0103018951739427e-06,1.8094981550463816e-06,937472214
0,8,10,0.00014973732963219756,1.5068440146842117e-06,1.5858321859109106e-06,76035237
0,8,11,0.00016346979603530925,1.4096277066676423e-06,1.696527496129866e-06,579471488
0,8,12,0.0001702747101761333,2.1244920947882248e-06,1.916376620450113e-06,1730704232
0,9,10,0.00027616879733839396,2.1694317174861725e-06,1.7871809566306713e-06,2057591483
0,9,11,0.00028851121603539815,2.136173617919893e-06,2.2464186149777693e-06,1387360104
0,9,12,0.00030733082038808627,1.7844866262427234e-06,1.3797927547478275e-06,889245029
0,10,11,0.00043031796420428694,3.86178630997079e-06,3.6474782199556206e-06,380425001
0,10,12,0.00039691962278729344,1.6006702360263031e-06,1.268372100747927e-06,1546083244
0,11,12,0.00047499098536422907,4.30245056138069e-06,3.7648713985311527e-06,1669803923
0,-3,-2,6.921637999105367e-05,4.0343381258359484e-06,5.9682280066121855e-06,1662893772
0,-3,-1,0.0002489297088155333,7.112402023023024e-06,9.931778375867912e-05,1936813378
0,-3,1,0.00015072098988187866,4.823427116854745e-06,8.617864343421552e-05,1077323917
0,-3,2,1.6365769665427644e-05,3.0549912467678703e-06,6.7612357065470845e-06,1060517880
0,-3,4,1.5942787797770247e-05,2.365068784976592e-06,3.216113132534864e-06,1286076503
0,-3,5,1.9319964842562297e-05,2.7139410236843728e-06,2.5512933400456623e-06,341788737
0,-3,6,2.467567554704947e-05,9.267749721362438e-06,2.05903132364974e-06,1532854596
0,-3,7,3.115266520120493e-05,3.279504182428372e-06,1.484039277519094e-06,1957992630
0,-3,8,8.674601286977344e-05,6.075193336529485e-06,2.5092212433069182e-05,2031450752
0,-3,9,0.00011734725275952764,8.19438082904757e-06,1.236828623657031e-06,405616983
0,-3,10,0.00011315762706573662,9.080742561513915e-06,1.7948159190889266e-06,701269587
0,-3,11,0.00045394420556606793,1.7711315758731127e-05,2.799346853397274e-06,1224297226
0,-3,12,0.00011347484946282244,9.285893548688986e-06,1.3247641183331453e-06,1313094377
0,-2,-1,7.584440682361752e-05,7.4033998487839235e-06,3.290989552228439e-05,321131329
0,-2,1,4.486708318515269e-05,5.1184484576623e-06,2.6023918363634323e-05,1086542978
0,-2,2,3.3803675552996655e-05,3.890516242729462e-06,1.5986216844258626e-05,267917527
0,-2,4,3.537776946217344e-05,7.1175833004777785e-06,4.493458335979983e-06,341765324
0,-2,5,1.8942302438379878e-05,2.2941743018184607e-06,2.03769587619473e-06,806352935
0,-2,6,2.7238881687582616e-05,3.7172505906170877e-06,1.5219526539579963e-06,999699190
0,-2,7,7.430635893221e-05,1.2723185781426523e-05,2.0364456995732977e-06,314025252
0,-2,8,6.844747434488354e-05,7.569623886773644e-06,2.0274895482372534e-06,1981687075
0,-2,9,7.182001253589168e-05,8.824016643737634e-06,1.8140355977042753e-06,581817955
0,-2,10,0.00010027588779820169,1.177473029234426e-05,3.058911424523758e-06,1949076506
0,-2,11,0.00010988693163644058,1.5141363302668722e-05,1.5074541273407077e-06,1613308563
0,-2,12,9.015688746840833e-05,1.3827037126440926e-05,1.2722255926067302e-05,2106677380
0,-1,1,0.0004499099533547925,0.0001948900570643147,0.00028030135017835154,1417387047
0,-1,2,6.297524878860513e-05,2.245813830452943e-05,2.628266494949392e-05,567760599
0,-1,4,2.266646148935246e-05,9.836718518071896e-06,3.054156064587037e-06,205273674
0,-1,5,3.051205473837843e-05,1.7800326460319846e-05,1.8079106971310678e-06,1000705999
0,-1,6,1.7188353479231907e-05,8.079147492644862e-06,1.0090709423387478e-06,850275804
0,-1,7,6.661589017519717e-05,3.0970919892285266e-05,1.6652956538440558e-06,1728335668
0,-1,8,0.00015566653914867067,6.0428632803308524e-05,2.1522866269335723e-06,1080401836
0,-1,9,0.00018893778036363563,8.293699390763597e-05,4.434894691289598e-06,696845197
0,-1,10,0.00012881884412846933,5.636559438369706e-05,3.2301391910939255e-06,1328794273
0,-1,11,9.338869713968648e-05,3.8938559908249876e-05,1.5053389553708797e-06,1743246991
0,-1,12,0.00027631697573505387,0.00010641121944339261,2.9394048479384715e-06,1828838545
0,1,2,8.384997184091597e-05,4.5331047587657695e-05,2.3893110182436098e-05,1791391064
0,1,4,3.3705613341058765e-05,2.1445548599286203e-05,4.210417384153822e-06,1717504663
0,1,5,2.021608283526776e-05,1.0026306790808644e-05,2.0139039259231813e-06,840057066
0,1,6,2.8942356084863976e-05,1.3015460856542703e-05,1.1099293005704031e-06,1866360379
0,1,7,3.559480654455484e-05,2.0414070923154436e-05,1.4665561691115718e-06,1824705016
0,1,8,0.00023164563847797234,0.00011713406944070329,5.028234278090803e-06,91681800
0,1,9,0.00030641859344108174,0.0001502663913716265,4.7835405955202925e-06,1538088872
0,1,10,4.090361988757637e-05,2.426562501570202e-05,4.131315826486698e-06,1224500813
0,1,11,0.0004934158964242364,0.0003018933340809643,1.583034121604588e-06,1490063663
0,1,12,4.429771270314543e-05,2.7410641203402816e-05,1.0018347149859032e-06,784186103
0,2,4,1.4402570663883902e-05,5.844392319582647e-06,5.950877490462774e-06,301502893
0,2,5,1.4328195541527509e-05,5.582672483539307e-06,1.094148548776142e-06,328296217
0,2,6,2.6538819390701963e-05,1.0325792928622444e-05,2.2968627251135644e-06,1296016752
0,2,7,4.138150767630083e-05,1.3286190852647945e-05,2.474822606701341e-06,1530550175
0,2,8,7.074156504737558e-05,2.660169501030687e-05,1.9803111352297947e-06,2059968010
0,2,9,2.9577396437146746e-05,1.381067029972936e-05,2.6598855688382428e-06,1129001510
0,2,10,7.956188147628452e-05,2.623171537321136e-05,1.6934439269143037e-06,153016784
0,2,11,2.252375542038103e-05,8.579962280872302e-06,1.1844688585243536e-06,140927191
0,2,12,0.00022454004685076027,6.599026396180667e-05,1.4914652139628513e-06,2114810324
0,4,5,1.547906688381224e-05,2.757675623123946e-06,2.3371950255585084e-06,1563607397
0,4,6,1.0049146841448804e-05,1.0552932159593249e-06,1.1181861538317722e-06,1942943804
0,4,7,1.505274531642873e-05,1.4757635810586217e-06,9.808247868795085e-07,1766383249
0,4,8,2.1848873580130575e-05,1.95668131968557e-06,1.5244567670391314e-06,1333904143
0,4,9,1.0183544709277892e-05,8.986158176302214e-07,1.4086591034428758e-06,1057619541
0,4,10,1.1640219875998495e-05,1.867542557309174e-06,2.1145845822706544e-06,1264139637
0,4,11,1.3721085427458345e-05,6.599905558911939e-07,9.030633773684916e-07,481192339
0,4,12,2.713399740311136e-05,2.223039060325077e-06,7.11411206613584e-07,413319828
0,5,6,1.780633763251871e-05,1.192345727506675e-06,1.1451730624656955e-06,914732163
0,5,7,9.757207467211742e-06,8.624922291055802e-06,6.687155496195849e-06,1851894774
0,5,8,1.762662948477414e-05,8.836888021081753e-07,8.660232875237199e-07,857229669
0,5,9,3.941411062324809e-05,4.459201765240084e-05,1.718797231249677e-05,396844234
0,5,10,1.5477508783658993e-05,3.557794109671885e-06,1.6823184594396714e-06,1821302203
0,5,11,2.516759499483966e-05,1.0224164180827013e-06,1.8094047783724007e-06,1691152395
0,5,12,2.260333000229553e-05,1.2889818888238082e-06,1.0390254399493469e-06,1678319216
0,6,7,1.4073971210403838e-05,1.917395329169284e-06,2.128574927643483e-06,232019248
0,6,8,1.995906250329369e-05,5.732800987352167e-06,4.970373476839484e-06,1524778886
0,6,9,1.9240091950902034e-05,1.1226968363695484e-06,9.851261607174684e-07,2116845530
0,6,10,1.8638910369892105e-05,1.925666569864089e-06,3.0534069940500525e-06,1388038801
0,6,11,2.9403804110366877e-05,8.886850484772068e-06,1.3044392046371804e-05,1371256169
0,6,12,3.7920199788196955e-05,1.3612096111075336e-06,1.7150739610488624e-06,1638513356
0,7,8,6.65020420356419e-05,6.177220962537794e-06,6.312448379483204e-06,1131147450
0,7,9,6.422109532552984e-05,2.027936183588244e-06,1.648540931097405e-06,146067912
0,7,10,7.485079888861985e-05,2.769565753041404e-06,1.9445157470432065e-06,181593851
0,7,11,0.0001289924136053524,1.3235180750934723e-06,1.6002544793654787e-06,1663099648
0,7,12,8.167043733418881e-05,3.2840776820238073e-06,1.8408972354913944e-06,353323443
0,8,9,0.0001412416837474462,1.983530287347149e-06,2.0161531970322103e-06,2135276921
0,8,10,0.00015149572050654134,2.4110895529198086e-06,1.9926334497325864e-06,582555259
0,8,11,0.00019390706054748025,2.4833048799633353e-06,1.2227984484343738e-06,112357534
0,8,12,0.00025623494379949145,3.682800510012165e-06,2.1170741914133988e-06,1273050734
0,9,10,0.00026314912603141296,2.896955239059309e-06,2.742707598584126e-06,1682859218
0,9,11,0.0003628771884033534,8.16807938275796e-06,7.090898918195732e-06,1953125659
0,9,12,0.00030032342859917434,2.101184212695978e-06,1.2048010540882728e-06,2115661546
0,10,11,0.00038483058746594434,1.4191037590710674e-06,1.5199318167093577e-06,792955206
0,10,12,0.0003892554819502795,3.5299352126592124e-06,3.0719019952589303e-06,1203667381
0,11,12,0.00045529987266406606,1.997169261803043e-06,1.7092401389884364e-06,2097203188
