Moment 1,Moment 2,Moment 3,Value 1,Value 2,Value 3,seed
0,2,9,3.859240102293828e-05,1.5357439662686445e-05,2.1155944782325218e-06,1058863523
0,2,10,4.879598174608608e-05,1.876484072233199e-05,2.4711786944281133e-05,1484419479
0,4,5,1.2533418464205614e-05,9.957810467049967e-07,1.4378259996333253e-06,745640701
0,4,6,1.381869873040355e-05,1.2477222072048597e-06,1.1856957672148697e-06,241335817
0,4,7,1.7124824997298105e-05,8.654315434109953e-07,7.163645804715177e-07,2004073392
0,4,8,2.0958931908822027e-05,2.745211092668704e-06,7.823214231594725e-06,244223472
0,4,9,1.9252814291793883e-05,3.1648772979729072e-06,1.1895190623519605e-06,1962854165
0,4,10,1.064746571361259e-05,8.458577470962977e-07,2.0617839233217397e-06,1660969369
0,5,6,2.179997957390507e-05,1.1240542917013683e-06,1.1016274242460255e-06,420793782
0,5,7,1.5872040889366555e-05,1.0416588486553817e-06,1.1619359764364576e-06,1350410502
0,5,8,2.3380067926282444e-05,2.295450359142805e-06,2.102514063356619e-06,993429157
0,5,9,1.3092856906972506e-05,1.622129024373622e-06,1.3088623180082602e-06,259381094
0,5,10,2.325217912621552e-05,9.386007756681533e-07,1.8594059050437688e-06,1461943418
0,6,7,1.5119967212948517e-05,3.8085913147445266e-06,3.6680381515040607e-06,1090983540
0,6,8,2.2732921243698624e-05,5.151136514473502e-06,7.046556066774224e-06,395375802
0,6,9,2.1482854033101222e-05,1.048199582511017e-06,8.110674311084777e-07,1868148007
0,6,10,2.97779963070288e-05,1.2244869736677904e-06,1.3706388112925918e-06,1990708843
0,7,8,0.00011143332730570427,2.1292308035204334e-05,2.531195070099529e-05,147080926
0,7,9,7.955921852284529e-05,1.3287458680485613e-06,1.2218539585746925e-06,37361459
0,7,10,6.886984213966938e-05,6.0413983449694066e-06,3.1301950922440375e-06,801204510
0,8,9,0.00014740342618223032,8.655176173632946e-06,8.95823631094319e-06,379933561
0,8,10,0.00015041644364378125,3.0643747137021356e-06,2.727804257464915e-06,1885211202
0,9,10,0.00026789597904804666,1.604472555208539e-06,1.6830360891055608e-06,120410355
0,-2,-1,0.0004572584812481439,8.143333807529668e-05,0.00027869166585622266,2051795864
0,-2,1,3.701737950494311e-05,3.7847884451271207e-06,2.229949815659585e-05,2113802679
0,-2,2,2.7755378928166864e-05,4.393040644872689e-06,1.2949265357032604e-05,2050349329
0,-2,4,1.4144813458241717e-05,1.7415823601333452e-06,2.4199473795636677e-06,1696666413
0,-2,5,2.1837604808127118e-05,5.3885103668216345e-06,3.0478987663206113e-06,1026293759
0,-2,6,2.6730329356076737e-05,4.378218012808137e-06,2.7150359918712022e-06,1441375717
0,-2,7,4.1498021106528554e-05,6.076721733662098e-06,1.6271407553249788e-06,1856931929
0,-2,8,6.378795442229734e-05,1.037844643241367e-05,3.4700729506886407e-06,1311900077
0,-2,9,9.306191357774932e-05,1.1359324984956319e-05,3.6432119862153647e-06,587186979
0,-2,10,0.0003379142522860128,2.577868390014429e-05,2.1160484134573244e-06,1092420624
0,-1,1,3.9664652352410696e-05,1.5513805902486654e-05,2.5093038795730875e-05,738424332
0,-1,2,3.578643110084367e-05,1.4014476210685185e-05,1.6732215235707656e-05,1344610134
