Moment 1,Moment 2,Moment 3,Value 1,Value 2,Value 3,init_lr,weight_decay,layers,layer_width,activation,epochs
0,5,8,6.0125789778640854e-05,5.900948238217849e-06,1.697442330980522e-05,0.001,1e-07,2,50,Tanh,200
0,5,8,4.340377983588079e-05,4.103280262860113e-05,2.83097462627187e-05,0.001,1e-07,2,100,ReLU,200
0,5,8,8.587339290867502e-05,5.1934576583165776e-05,2.5514393278768004e-05,0.001,1e-07,2,100,Tanh,200
0,5,8,6.961867475004658e-05,8.404857581077968e-06,4.434264671593548e-06,0.001,1e-07,2,150,ReLU,200
0,5,8,0.00010601638545859303,9.888798327150904e-06,8.26999898892978e-06,0.001,1e-07,2,150,Tanh,200
0,5,8,0.00015187214741664185,7.801863237139687e-06,5.206778043902465e-06,0.001,1e-07,3,25,ReLU,200
0,5,8,0.00011619281637749993,1.1958567944426316e-05,4.4361224195587934e-06,0.001,1e-07,3,25,Tanh,200
0,5,8,9.523759918011936e-05,2.3205886744880875e-05,2.835832837232465e-05,0.001,1e-07,3,50,ReLU,200
0,5,8,8.827775558532592e-05,6.026459210710158e-06,5.989082283988035e-06,0.001,1e-07,3,50,Tanh,200
0,5,8,4.542565066933157e-05,6.438786206537308e-06,3.88285544327007e-06,0.001,1e-07,3,100,ReLU,200
0,5,8,8.625859576505593e-05,2.80782756008177e-05,3.533059233432699e-05,0.001,1e-07,3,100,Tanh,200
0,5,8,4.015940409352969e-05,4.475900707606754e-06,3.942938873126079e-06,0.001,1e-07,3,150,ReLU,200
0,5,8,6.264177195356577e-05,7.800940214321961e-06,1.038883967207485e-05,0.001,1e-07,3,150,Tanh,200
0,5,8,4.496074360861904e-05,2.0910182604430323e-05,1.2500533547299192e-05,0.001,1e-07,5,25,ReLU,200
0,5,8,0.00014000411142341793,4.3332610608046565e-05,2.1664643572523596e-05,0.001,1e-07,5,25,Tanh,200
0,5,8,3.889367639199082e-05,7.809095797372633e-06,5.554771552325185e-06,0.001,1e-07,5,50,ReLU,200
0,5,8,6.573668441969045e-05,8.57742152137879e-06,5.018584261325324e-06,0.001,1e-07,5,50,Tanh,200
0,5,8,4.202642401196335e-05,1.1777050459426326e-05,1.504164411707212e-05,0.001,1e-07,5,100,ReLU,200
0,5,8,8.715405130443184e-05,3.9344772346628874e-05,3.8064138498090085e-05,0.001,1e-07,5,100,Tanh,200
0,5,8,5.540053372591704e-05,8.849028370286107e-06,6.506842390642678e-06,0.001,1e-07,5,150,ReLU,200
0,5,8,5.794130878007001e-05,1.2527888912939407e-05,2.4528189613853183e-05,0.001,1e-07,5,150,Tanh,200
0,5,8,7.362780204307806e-05,2.3187613046453432e-05,9.15615134550554e-06,0.001,1e-07,10,25,ReLU,200
0,5,8,9.84351737922125e-05,1.3490601699907028e-05,1.930297456395913e-05,0.001,1e-07,10,25,Tanh,200
0,5,8,5.2594838146421094e-05,1.8502106308775358e-05,1.469296424344198e-05,0.001,1e-07,10,50,ReLU,200
0,5,8,5.6528718564599625e-05,1.8732579420263667e-05,2.3354346990022294e-05,0.001,1e-07,10,50,Tanh,200
0,5,8,5.897051746801054e-05,1.1733368470576709e-05,5.738161077726863e-06,0.001,1e-07,10,100,ReLU,200
0,5,8,0.0007932696318333821,0.0007078936295829819,0.0004483360808847601,0.001,1e-07,10,100,Tanh,200
0,5,8,4.859383908429967e-05,1.0936576897949811e-05,9.62371098033626e-06,0.001,1e-07,10,150,ReLU,200
0,5,8,0.00011965676837190441,3.281492360518747e-05,1.67458186159252e-05,0.001,1e-07,10,150,Tanh,200
0,5,8,6.324146745549463e-05,2.760032574097633e-05,6.731717305957418e-06,0.001,1e-06,2,25,ReLU,200
0,5,8,0.00020136243984554834,6.219210142329725e-05,3.608645983645011e-05,0.001,1e-06,2,25,Tanh,200
0,5,8,7.085150302927565e-05,1.630301365492938e-05,1.26540840644067e-05,0.001,1e-06,2,50,ReLU,200
0,5,8,9.997818359986255e-05,1.0344571700080898e-05,1.1447236080316094e-05,0.001,1e-06,2,50,Tanh,200
0,5,8,7.674616911119544e-05,2.0707429470779452e-05,1.1960560550422568e-05,0.001,1e-06,2,100,ReLU,200
0,5,8,0.00018325201022103822,1.6808805723504482e-05,2.2559045179749555e-05,0.001,1e-06,2,100,Tanh,200
0,5,8,6.699811554500484e-05,2.0974462203990033e-05,8.36296344354346e-06,0.001,1e-06,2,150,ReLU,200
0,5,8,0.00011438046975118611,1.2895199202536046e-05,1.8031485835830985e-05,0.001,1e-06,2,150,Tanh,200
0,5,8,5.427703245092839e-05,1.2447347236909185e-05,6.350820605203597e-06,0.001,1e-06,3,25,ReLU,200
0,5,8,7.584126089226446e-05,7.226904466055171e-06,4.3969456103693185e-06,0.001,1e-06,3,25,Tanh,200
0,5,8,0.00014124482724512904,1.8335051462650476e-05,1.3700589681995237e-05,0.001,1e-06,3,50,ReLU,200
0,5,8,7.291689961690176e-05,1.2279607776358577e-05,5.003118555441732e-06,0.001,1e-06,3,50,Tanh,200
0,5,8,5.195046782380992e-05,1.3729576630375239e-05,5.1276205765994655e-06,0.001,1e-06,3,100,ReLU,200
0,5,8,0.0001301818975424035,1.0442518757058505e-05,4.962976283702086e-06,0.001,1e-06,3,100,Tanh,200
0,5,8,7.497223600459679e-05,2.9423982663958504e-05,7.379595724285103e-06,0.001,1e-06,3,150,ReLU,200
0,5,8,7.745140889767741e-05,1.1181046993961758e-05,1.2492639247298087e-05,0.001,1e-06,3,150,Tanh,200
0,5,8,8.00213920759659e-05,1.3123039117514332e-05,6.969595182715244e-06,0.001,1e-06,5,25,ReLU,200
0,5,8,0.00013529278562621636,7.396284303732726e-06,4.375089764311676e-06,0.001,1e-06,5,25,Tanh,200
0,5,8,4.722511176835363e-05,9.713210565402833e-06,4.270598804851743e-06,0.001,1e-06,5,50,ReLU,200
0,5,8,0.00020600719552873862,2.434855805484001e-05,8.941558267180476e-06,0.001,1e-06,5,50,Tanh,200
0,5,8,5.6198611988928656e-05,2.088173982195992e-05,4.75939844205489e-06,0.001,1e-06,5,100,ReLU,200
0,5,8,9.887333119411697e-05,1.7968797228593767e-05,4.4398732659160945e-06,0.001,1e-06,5,100,Tanh,200
0,5,8,6.323321403276697e-05,1.2506736123746798e-05,8.418015007437426e-06,0.001,1e-06,5,150,ReLU,200
0,5,8,0.0001423347852051991,4.485010359634028e-05,4.170031493905279e-05,0.001,1e-06,5,150,Tanh,200
0,5,8,0.00012925805064477824,3.120335971146981e-05,6.87508623720235e-05,0.001,1e-06,10,25,ReLU,200
0,5,8,0.0001355996383135175,1.9768968172449253e-05,1.875815006609786e-05,0.001,1e-06,10,25,Tanh,200
0,5,8,6.900684969904766e-05,2.413732324117087e-05,3.238778124977158e-05,0.001,1e-06,10,50,ReLU,200
0,5,8,0.00023221056523582063,2.600413522181589e-05,8.313611208848487e-06,0.001,1e-06,10,50,Tanh,200
0,5,8,9.741628017411494e-05,1.7089557703910514e-05,1.8461148217129327e-05,0.001,1e-06,10,100,ReLU,200
0,5,8,9.993623519701436e-05,1.8047818670576058e-05,9.45663267522196e-06,0.001,1e-06,10,100,Tanh,200
0,5,8,9.030902477413446e-05,1.5582605267672843e-05,7.2089610801643144e-06,0.001,1e-06,10,150,ReLU,200
0,5,8,0.0001176171189121875,5.117487394320686e-05,1.304882257136285e-05,0.001,1e-06,10,150,Tanh,200
